x,underY,distance
2,62,18.39421272277832
2,63,17.83293914794922
2,64,17.272825241088867
2,65,16.713706970214844
2,66,16.155418395996094
2,67,15.616354942321777
2,68,15.080824851989746
2,69,14.563957214355469
2,70,14.063793182373047
2,71,13.578232765197754
2,72,13.092575073242188
2,73,12.63146686553955
2,74,12.207801818847656
2,75,11.792640686035156
2,76,11.37706184387207
2,77,10.985980987548828
2,78,10.619599342346191
2,79,10.264615058898926
2,80,9.909214973449707
2,81,9.553354263305664
2,82,9.196987152
2,83,8.840067863464355
2,84,8.482550621032715
2,85,8.124388694763184
2,86,7.765535831451416
2,87,7.405950069
2,88,7.045583248138428
2,89,6.684389114379883
2,90,6.322323799133301
2,91,5.959339618682861
2,92,5.595391273498535
2,93,5.230434894561768
2,94,4.864424705505371
2,95,4.497311115264893
2,96,4.129051208496094
2,97,3.759601593017578
2,98,3.388913154602051
2,99,3.0169405937194824
2,100,2.643639565
2,101,2.2689661979675293
2,102,1.892868161201477
2,103,1.5153065919876099
2,104,1.1362329721450806
2,105,0.7555996179580688
2,106,0.37336599826812744
2,107,-0.010517955
2,108,-0.396095157
2,109,-0.783414721
2,110,-1.169850707
2,111,-1.53124702
2,112,-1.893410087
2,113,-2.256354809
2,114,-2.62010479
2,115,-2.984674454
2,116,-3.350083351
2,117,-3.716352463
2,118,-4.083498955
2,119,-4.45154047
2,120,-4.820496559
3,0,3185.598876953125
3,1,2972.450195
3,2,2755.314208984375
3,3,2540.393310546875
3,4,2325.713134765625
3,5,2109.755859
3,6,1897.955078
3,7,1688.258301
3,8,1477.957763671875
3,9,1288.354004
3,10,1162.929931640625
3,11,1035.61084
3,12,844.2763672
3,13,650.5374145507812
3,14,422.6972961425781
3,15,204.14915466308594
3,16,98.48931884765625
3,17,95.97006989
3,18,93.43347930908203
3,19,90.96385955810547
3,20,88.72969055175781
3,21,86.56093597
3,22,84.43441009521484
3,23,82.32503509521484
3,24,80.24696350097656
3,25,78.32939147949219
3,26,76.23677825927734
3,27,74.08333587646484
3,28,72.33755493164062
3,29,70.16310883
3,30,66.71750641
3,31,61.93793487548828
3,32,57.571746826171875
3,33,55.170345306396484
3,34,52.121055603027344
3,35,48.82143783569336
3,36,45.314308166503906
3,37,42.25486373901367
3,38,40.55392074584961
3,39,39.02486801147461
3,40,37.90023422241211
